,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9794776119402985,0.9527893215466783,0.9442559074912017
1,0.0,0.9626865671641791,0.9112817796610169,0.885951028768271
2,0.0,0.957089552238806,0.8972795067283257,0.8703876113335195
3,0.0,0.9645522388059702,0.9127536902344786,0.8746702665797722
4,0.0,0.9496268656716418,0.8685021125800736,0.8166992520870185
0,0.0,0.9626865671641791,0.9085212821501146,0.8783928132519565
