,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9757462686567164,0.9434741342245945,0.9295500251382605
1,0.0,0.960820895522388,0.9074699745986338,0.884880364956708
2,0.0,0.9552238805970149,0.8905675786035117,0.8569655215218942
3,0.0,0.9664179104477612,0.9212150906418423,0.9004437823914596
4,0.0,0.9496268656716418,0.8685021125800736,0.8166992520870185
0,0.0,0.9615671641791044,0.9062457781297312,0.8777077892190682
