,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9720149253731343,0.9387526567177824,0.9525515334338864
1,0.0,0.9496268656716418,0.8884082444655208,0.8908078080873911
2,0.0,0.9626865671641791,0.9147121535181237,0.9044781677683642
3,0.0,0.9645522388059702,0.9204965064990827,0.9179002575799895
4,0.0,0.9514925373134329,0.8891257995735607,0.8795270458988922
0,0.0,0.9600746268656716,0.9102990721548141,0.9090529625537046
