,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9738805970149254,0.9378972457627118,0.9159125188536954
1,0.0,0.9589552238805971,0.8982571182053495,0.8591068491450207
2,0.0,0.9440298507462687,0.8592436974789915,0.8196629736523601
3,0.0,0.9514925373134329,0.8743327081229261,0.8239456288986127
4,0.0,0.9328358208955224,0.8233161191077905,0.7761847127827949
0,0.0,0.9522388059701493,0.8786093777355539,0.8389625366664968
