,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9253731343283582,0.7906168209695692,0.7373051784816491
1,0.0,0.917910447761194,0.761633313119062,0.7058622722899792
2,0.0,0.9011194029850746,0.7050878777497482,0.6591720199857245
3,0.0,0.9048507462686567,0.7109595559080095,0.6613133476088509
4,0.0,0.8973880597014925,0.68237892582018,0.638503553362505
0,0.0,0.9093283582089551,0.7301352987133138,0.6804312743457418
