,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9645522388059702,0.92423464643083,0.9482780291603822
1,0.0,0.9440298507462687,0.8862575333163567,0.9246500946528877
2,0.0,0.9533582089552238,0.8953901401303721,0.8929491357105174
3,0.0,0.957089552238806,0.9093362750505607,0.9321447413338297
4,0.0,0.9458955223880597,0.8739038378856341,0.8577879154641094
0,0.0,0.9529850746268658,0.8978244865627507,0.9111619832643452
