,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9738805970149254,0.9431773436316826,0.959904474610357
1,0.0,0.9514925373134329,0.8957136015325671,0.9104056108990473
2,0.0,0.9514925373134329,0.887685364281109,0.8733513328988609
3,0.0,0.9664179104477612,0.9260576333537707,0.9313223473916147
4,0.0,0.9514925373134329,0.8891257995735607,0.8795270458988922
0,0.0,0.958955223880597,0.908351948474538,0.9109021623397545
