,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9776119402985075,0.9488272921108742,0.9431875314228256
1,0.0,0.9365671641791045,0.8550106609808101,0.8462588834062625
2,0.0,0.9440298507462687,0.8612597066436583,0.8258386866523911
3,0.0,0.9458955223880597,0.8649181809491531,0.8269093504639544
4,0.0,0.9197761194029851,0.7804262291958425,0.7316357881016665
0,0.0,0.9447761194029851,0.8620884139760676,0.83476604800942
