,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9309701492537313,0.8347539890846977,0.8159250879839115
1,0.0,0.914179104477612,0.7809757310876595,0.74695093566707
2,0.0,0.9197761194029851,0.7937262272340806,0.7563386401017906
3,0.0,0.9384328358208955,0.846286205907657,0.8102752692176394
4,0.0,0.9291044776119403,0.8267319994555602,0.7987462371597928
0,0.0,0.9264925373134327,0.8164948305539312,0.7856472340260409
