,Test_loss,Test_Acc,Test_F1,Test_AUROC
0,0.0,0.9813432835820896,0.9578934137757668,0.9578934137757668
1,0.0,0.9589552238805971,0.9024099576271187,0.8776339881451137
2,0.0,0.960820895522388,0.9062117235345583,0.8787046519566768
3,0.0,0.9738805970149254,0.9395228884590586,0.9232535766378053
4,0.0,0.9440298507462687,0.8571580854919518,0.813487260652329
0,0.0,0.9638059701492537,0.9126392137776907,0.8901945782335383
